ID,Date,tmax,tmin,prcp
1,1871-01-01,NA,NA,0
2,1871-01-02,NA,NA,0
3,1871-01-03,NA,NA,0
4,1871-01-04,NA,NA,0
5,1871-01-05,NA,NA,0
6,1871-01-06,NA,NA,0
7,1871-01-07,NA,NA,0
8,1871-01-08,NA,NA,0.29
9,1871-01-09,NA,NA,0
10,1871-01-10,NA,NA,0
11,1871-01-11,NA,NA,0
12,1871-01-12,NA,NA,0
13,1871-01-13,NA,NA,0
14,1871-01-14,NA,NA,0
15,1871-01-15,NA,NA,0
16,1871-01-16,NA,NA,0.4
17,1871-01-17,NA,NA,0
18,1871-01-18,NA,NA,0
19,1871-01-19,NA,NA,0
20,1871-01-20,NA,NA,0
21,1871-01-21,NA,NA,0
22,1871-01-22,NA,NA,0
23,1871-01-23,NA,NA,0.01
24,1871-01-24,NA,NA,0.03
25,1871-01-25,NA,NA,0
26,1871-01-26,NA,NA,0
27,1871-01-27,NA,NA,0
28,1871-01-28,NA,NA,0
29,1871-01-29,NA,NA,0
30,1871-01-30,NA,NA,0
31,1871-01-31,NA,NA,0.82
32,1871-02-01,NA,NA,0.37
33,1871-02-02,NA,NA,0
34,1871-02-03,NA,NA,0
35,1871-02-04,NA,NA,0
36,1871-02-05,NA,NA,0
37,1871-02-06,NA,NA,0
38,1871-02-07,NA,NA,0.01
39,1871-02-08,NA,NA,0
40,1871-02-09,NA,NA,0
41,1871-02-10,NA,NA,0
42,1871-02-11,NA,NA,0
43,1871-02-12,NA,NA,0.4
44,1871-02-13,NA,NA,0
45,1871-02-14,NA,NA,0.16
46,1871-02-15,NA,NA,0
47,1871-02-16,NA,NA,0
48,1871-02-17,NA,NA,0
49,1871-02-18,NA,NA,0.2
50,1871-02-19,NA,NA,0
51,1871-02-20,NA,NA,0
52,1871-02-21,NA,NA,0
53,1871-02-22,NA,NA,0
54,1871-02-23,NA,NA,0
55,1871-02-24,NA,NA,0.06
56,1871-02-25,NA,NA,0
57,1871-02-26,NA,NA,0.18
58,1871-02-27,NA,NA,0
59,1871-02-28,NA,NA,0
60,1871-03-01,NA,NA,0
61,1871-03-02,NA,NA,0
62,1871-03-03,NA,NA,0.27
63,1871-03-04,NA,NA,0.66
64,1871-03-05,NA,NA,0
65,1871-03-06,NA,NA,0.06
66,1871-03-07,NA,NA,0
67,1871-03-08,NA,NA,0
68,1871-03-09,NA,NA,0.09
69,1871-03-10,NA,NA,0
70,1871-03-11,NA,NA,0
71,1871-03-12,NA,NA,1.06
72,1871-03-13,NA,NA,0
73,1871-03-14,NA,NA,0
74,1871-03-15,NA,NA,0
75,1871-03-16,NA,NA,0
76,1871-03-17,NA,NA,0
77,1871-03-18,NA,NA,0.12
78,1871-03-19,NA,NA,0
79,1871-03-20,NA,NA,0
80,1871-03-21,NA,NA,0.12
81,1871-03-22,NA,NA,0
82,1871-03-23,NA,NA,0
83,1871-03-24,NA,NA,0
84,1871-03-25,NA,NA,0
85,1871-03-26,NA,NA,0
86,1871-03-27,NA,NA,0.65
87,1871-03-28,NA,NA,0
88,1871-03-29,NA,NA,0
89,1871-03-30,NA,NA,0
90,1871-03-31,NA,NA,0
91,1871-04-01,NA,NA,0.11
92,1871-04-02,NA,NA,0
93,1871-04-03,NA,NA,0.14
94,1871-04-04,NA,NA,0
95,1871-04-05,NA,NA,0
96,1871-04-06,NA,NA,0
97,1871-04-07,NA,NA,0
98,1871-04-08,NA,NA,0
99,1871-04-09,NA,NA,0
100,1871-04-10,NA,NA,0
101,1871-04-11,NA,NA,0.25
102,1871-04-12,NA,NA,0
103,1871-04-13,NA,NA,0
104,1871-04-14,NA,NA,0
105,1871-04-15,NA,NA,0
106,1871-04-16,NA,NA,0
107,1871-04-17,NA,NA,0
108,1871-04-18,NA,NA,0
109,1871-04-19,NA,NA,0
110,1871-04-20,NA,NA,0
111,1871-04-21,NA,NA,0
112,1871-04-22,NA,NA,0
113,1871-04-23,NA,NA,0
114,1871-04-24,NA,NA,0
115,1871-04-25,NA,NA,0
116,1871-04-26,NA,NA,0
117,1871-04-27,NA,NA,0.19
118,1871-04-28,NA,NA,0.61
119,1871-04-29,NA,NA,0.6
120,1871-04-30,NA,NA,0
121,1871-05-01,NA,NA,0
122,1871-05-02,NA,NA,0
123,1871-05-03,NA,NA,0
124,1871-05-04,NA,NA,0.13
125,1871-05-05,NA,NA,1.2
126,1871-05-06,NA,NA,0.03
127,1871-05-07,NA,NA,0.46
128,1871-05-08,NA,NA,0
129,1871-05-09,NA,NA,0
130,1871-05-10,NA,NA,0.13
131,1871-05-11,NA,NA,0
132,1871-05-12,NA,NA,0
133,1871-05-13,NA,NA,0
134,1871-05-14,NA,NA,0
135,1871-05-15,NA,NA,0
136,1871-05-16,NA,NA,0
137,1871-05-17,NA,NA,0.08
138,1871-05-18,NA,NA,0
139,1871-05-19,NA,NA,0
140,1871-05-20,NA,NA,0
141,1871-05-21,NA,NA,0
142,1871-05-22,NA,NA,0
143,1871-05-23,NA,NA,0
144,1871-05-24,NA,NA,0
145,1871-05-25,NA,NA,0
146,1871-05-26,NA,NA,0
147,1871-05-27,NA,NA,0
148,1871-05-28,NA,NA,0
149,1871-05-29,NA,NA,0
150,1871-05-30,NA,NA,0
151,1871-05-31,NA,NA,0.27
152,1871-06-01,NA,NA,0
153,1871-06-02,NA,NA,0
154,1871-06-03,NA,NA,0
155,1871-06-04,NA,NA,0
156,1871-06-05,NA,NA,0
157,1871-06-06,NA,NA,0
158,1871-06-07,NA,NA,0.22
159,1871-06-08,NA,NA,0
160,1871-06-09,NA,NA,0
161,1871-06-10,NA,NA,0
162,1871-06-11,NA,NA,0
163,1871-06-12,NA,NA,0.61
164,1871-06-13,NA,NA,0.08
165,1871-06-14,NA,NA,0
166,1871-06-15,NA,NA,0
167,1871-06-16,NA,NA,0
168,1871-06-17,NA,NA,0
169,1871-06-18,NA,NA,0.78
170,1871-06-19,NA,NA,0.47
171,1871-06-20,NA,NA,0.38
172,1871-06-21,NA,NA,0
173,1871-06-22,NA,NA,0
174,1871-06-23,NA,NA,0
175,1871-06-24,NA,NA,0
176,1871-06-25,NA,NA,0.01
177,1871-06-26,NA,NA,0
178,1871-06-27,NA,NA,0
179,1871-06-28,NA,NA,0
180,1871-06-29,NA,NA,0
181,1871-06-30,NA,NA,0
182,1871-07-01,NA,NA,0.48
183,1871-07-02,NA,NA,0.05
184,1871-07-03,NA,NA,0
185,1871-07-04,NA,NA,0.03
186,1871-07-05,NA,NA,0.45
187,1871-07-06,NA,NA,0
188,1871-07-07,NA,NA,0.32
189,1871-07-08,NA,NA,0
190,1871-07-09,NA,NA,0.23
191,1871-07-10,NA,NA,0.1
192,1871-07-11,NA,NA,0.19
193,1871-07-12,NA,NA,0
194,1871-07-13,NA,NA,0
195,1871-07-14,NA,NA,0.04
196,1871-07-15,NA,NA,0
197,1871-07-16,NA,NA,0
198,1871-07-17,NA,NA,0
199,1871-07-18,NA,NA,0
200,1871-07-19,NA,NA,0.14
201,1871-07-20,NA,NA,0.11
202,1871-07-21,NA,NA,0
203,1871-07-22,NA,NA,0
204,1871-07-23,NA,NA,0
205,1871-07-24,NA,NA,0
206,1871-07-25,NA,NA,0
207,1871-07-26,NA,NA,1.04
208,1871-07-27,NA,NA,0.01
209,1871-07-28,NA,NA,2.28
210,1871-07-29,NA,NA,0.09
211,1871-07-30,NA,NA,0
212,1871-07-31,NA,NA,0.59
213,1871-08-01,NA,NA,0.32
214,1871-08-02,NA,NA,0
215,1871-08-03,NA,NA,0
216,1871-08-04,NA,NA,0.04
217,1871-08-05,NA,NA,0
218,1871-08-06,NA,NA,0
219,1871-08-07,NA,NA,0
220,1871-08-08,NA,NA,0.07
221,1871-08-09,NA,NA,0.43
222,1871-08-10,NA,NA,0
223,1871-08-11,NA,NA,0
224,1871-08-12,NA,NA,0
225,1871-08-13,NA,NA,0
226,1871-08-14,NA,NA,0
227,1871-08-15,NA,NA,0
228,1871-08-16,NA,NA,0
229,1871-08-17,NA,NA,0
230,1871-08-18,NA,NA,0
231,1871-08-19,NA,NA,0
232,1871-08-20,NA,NA,0
233,1871-08-21,NA,NA,0
234,1871-08-22,NA,NA,0.17
235,1871-08-23,NA,NA,0.07
236,1871-08-24,NA,NA,1.41
237,1871-08-25,NA,NA,0.01
238,1871-08-26,NA,NA,0
239,1871-08-27,NA,NA,0.36
240,1871-08-28,NA,NA,0
241,1871-08-29,NA,NA,0.01
242,1871-08-30,NA,NA,0.2
243,1871-08-31,NA,NA,0.32
244,1871-09-01,NA,NA,0
245,1871-09-02,NA,NA,0
246,1871-09-03,NA,NA,0
247,1871-09-04,NA,NA,0
248,1871-09-05,NA,NA,0
249,1871-09-06,NA,NA,0
250,1871-09-07,NA,NA,0
251,1871-09-08,NA,NA,0
252,1871-09-09,NA,NA,0
253,1871-09-10,NA,NA,0
254,1871-09-11,NA,NA,0
255,1871-09-12,NA,NA,0.01
256,1871-09-13,NA,NA,0
257,1871-09-14,NA,NA,0
258,1871-09-15,NA,NA,0.95
259,1871-09-16,NA,NA,1.01
260,1871-09-17,NA,NA,0
261,1871-09-18,NA,NA,0
262,1871-09-19,NA,NA,0
263,1871-09-20,NA,NA,0
264,1871-09-21,NA,NA,0
265,1871-09-22,NA,NA,0
266,1871-09-23,NA,NA,0
267,1871-09-24,NA,NA,0
268,1871-09-25,NA,NA,0
269,1871-09-26,NA,NA,0.25
270,1871-09-27,NA,NA,0
271,1871-09-28,NA,NA,0
272,1871-09-29,NA,NA,0
273,1871-09-30,NA,NA,0
274,1871-10-01,NA,NA,0
275,1871-10-02,NA,NA,0
276,1871-10-03,NA,NA,0.02
277,1871-10-04,NA,NA,0
278,1871-10-05,NA,NA,1.35
279,1871-10-06,NA,NA,0.03
280,1871-10-07,NA,NA,0
281,1871-10-08,NA,NA,0
282,1871-10-09,NA,NA,0
283,1871-10-10,NA,NA,0
284,1871-10-11,NA,NA,0.01
285,1871-10-12,NA,NA,0
286,1871-10-13,NA,NA,0
287,1871-10-14,NA,NA,0
288,1871-10-15,NA,NA,0.31
289,1871-10-16,NA,NA,0.05
290,1871-10-17,NA,NA,0
291,1871-10-18,NA,NA,0
292,1871-10-19,NA,NA,0
293,1871-10-20,NA,NA,0
294,1871-10-21,NA,NA,0
295,1871-10-22,NA,NA,0
296,1871-10-23,NA,NA,0
297,1871-10-24,NA,NA,0.38
298,1871-10-25,NA,NA,0.09
299,1871-10-26,NA,NA,0.8
300,1871-10-27,NA,NA,0.07
301,1871-10-28,NA,NA,0
302,1871-10-29,NA,NA,0
303,1871-10-30,NA,NA,0
304,1871-10-31,NA,NA,0
305,1871-11-01,NA,NA,0.66
306,1871-11-02,NA,NA,0
307,1871-11-03,NA,NA,0
308,1871-11-04,NA,NA,0
309,1871-11-05,NA,NA,0
310,1871-11-06,NA,NA,0
311,1871-11-07,NA,NA,0
312,1871-11-08,NA,NA,0
313,1871-11-09,NA,NA,0
314,1871-11-10,NA,NA,0.54
315,1871-11-11,NA,NA,0.04
316,1871-11-12,NA,NA,0
317,1871-11-13,NA,NA,0
318,1871-11-14,NA,NA,0.05
319,1871-11-15,NA,NA,1.62
320,1871-11-16,NA,NA,0
321,1871-11-17,NA,NA,0
322,1871-11-18,NA,NA,0
323,1871-11-19,NA,NA,0
324,1871-11-20,NA,NA,0.12
325,1871-11-21,NA,NA,0.27
326,1871-11-22,NA,NA,0.21
327,1871-11-23,NA,NA,0
328,1871-11-24,NA,NA,0.02
329,1871-11-25,NA,NA,0.35
330,1871-11-26,NA,NA,0.02
331,1871-11-27,NA,NA,0
332,1871-11-28,NA,NA,0
333,1871-11-29,NA,NA,0
334,1871-11-30,NA,NA,0
335,1871-12-01,NA,NA,0
336,1871-12-02,NA,NA,0
337,1871-12-03,NA,NA,0
338,1871-12-04,NA,NA,0.11
339,1871-12-05,NA,NA,0.09
340,1871-12-06,NA,NA,0
341,1871-12-07,NA,NA,0
342,1871-12-08,NA,NA,0
343,1871-12-09,NA,NA,0
344,1871-12-10,NA,NA,0
345,1871-12-11,NA,NA,0
346,1871-12-12,NA,NA,0
347,1871-12-13,NA,NA,0
348,1871-12-14,NA,NA,0
349,1871-12-15,NA,NA,0
350,1871-12-16,NA,NA,0
351,1871-12-17,NA,NA,0
352,1871-12-18,NA,NA,0.02
353,1871-12-19,NA,NA,0.29
354,1871-12-20,NA,NA,0.43
355,1871-12-21,NA,NA,0
356,1871-12-22,NA,NA,0.01
357,1871-12-23,NA,NA,0.32
358,1871-12-24,NA,NA,0.29
359,1871-12-25,NA,NA,0
360,1871-12-26,NA,NA,0
361,1871-12-27,NA,NA,0.04
362,1871-12-28,NA,NA,0
363,1871-12-29,NA,NA,0
364,1871-12-30,NA,NA,0.3
365,1871-12-31,NA,NA,0.06
366,1872-01-01,NA,NA,0.01
367,1872-01-02,NA,NA,0
368,1872-01-03,NA,NA,0.15
369,1872-01-04,NA,NA,0.06
370,1872-01-05,NA,NA,0
371,1872-01-06,NA,NA,0
372,1872-01-07,NA,NA,0
373,1872-01-08,NA,NA,0.06
374,1872-01-09,NA,NA,0.01
375,1872-01-10,NA,NA,0
376,1872-01-11,NA,NA,0
377,1872-01-12,NA,NA,0
378,1872-01-13,NA,NA,0
379,1872-01-14,NA,NA,0
380,1872-01-15,NA,NA,0
381,1872-01-16,NA,NA,0.03
382,1872-01-17,NA,NA,0
383,1872-01-18,NA,NA,0
384,1872-01-19,NA,NA,0.4
385,1872-01-20,NA,NA,0.01
386,1872-01-21,NA,NA,0
387,1872-01-22,NA,NA,0
388,1872-01-23,NA,NA,0
389,1872-01-24,NA,NA,0
390,1872-01-25,NA,NA,0
391,1872-01-26,NA,NA,0
392,1872-01-27,NA,NA,0
393,1872-01-28,NA,NA,0.15
394,1872-01-29,NA,NA,0
395,1872-01-30,NA,NA,0
396,1872-01-31,NA,NA,0
397,1872-02-01,NA,NA,0
398,1872-02-02,NA,NA,0
399,1872-02-03,NA,NA,0.9
400,1872-02-04,NA,NA,0.01
401,1872-02-05,NA,NA,0
402,1872-02-06,NA,NA,0.17
403,1872-02-07,NA,NA,0
404,1872-02-08,NA,NA,0
405,1872-02-09,NA,NA,0
406,1872-02-10,NA,NA,0.01
407,1872-02-11,NA,NA,0
408,1872-02-12,NA,NA,0
409,1872-02-13,NA,NA,0.24
410,1872-02-14,NA,NA,0
411,1872-02-15,NA,NA,0
412,1872-02-16,NA,NA,0
413,1872-02-17,NA,NA,0.04
414,1872-02-18,NA,NA,0
415,1872-02-19,NA,NA,0
416,1872-02-20,NA,NA,0
417,1872-02-21,NA,NA,0
418,1872-02-22,NA,NA,0
419,1872-02-23,NA,NA,0
420,1872-02-24,NA,NA,0
421,1872-02-25,NA,NA,0.07
422,1872-02-26,NA,NA,0
423,1872-02-27,NA,NA,0
424,1872-02-28,NA,NA,0
425,1872-02-29,NA,NA,0.02
426,1872-03-01,NA,NA,0
427,1872-03-02,NA,NA,0.13
428,1872-03-03,NA,NA,0
429,1872-03-04,NA,NA,0
430,1872-03-05,NA,NA,0
431,1872-03-06,NA,NA,0
432,1872-03-07,NA,NA,0
433,1872-03-08,NA,NA,0.08
434,1872-03-09,NA,NA,0.18
435,1872-03-10,NA,NA,0.86
436,1872-03-11,NA,NA,0.17
437,1872-03-12,NA,NA,0.02
438,1872-03-13,NA,NA,0.02
439,1872-03-14,NA,NA,0.23
440,1872-03-15,NA,NA,0.02
441,1872-03-16,NA,NA,0
442,1872-03-17,NA,NA,0.1
443,1872-03-18,NA,NA,0
444,1872-03-19,NA,NA,0
445,1872-03-20,NA,NA,0
446,1872-03-21,NA,NA,0
447,1872-03-22,NA,NA,0.01
448,1872-03-23,NA,NA,0.02
449,1872-03-24,NA,NA,0
450,1872-03-25,NA,NA,0.39
451,1872-03-26,NA,NA,0.51
452,1872-03-27,NA,NA,0
453,1872-03-28,NA,NA,0
454,1872-03-29,NA,NA,0
455,1872-03-30,NA,NA,0
456,1872-03-31,NA,NA,0.32
457,1872-04-01,NA,NA,0
458,1872-04-02,NA,NA,0
459,1872-04-03,NA,NA,0
460,1872-04-04,NA,NA,0
461,1872-04-05,NA,NA,0
462,1872-04-06,NA,NA,0
463,1872-04-07,NA,NA,0.93
464,1872-04-08,NA,NA,0.04
465,1872-04-09,NA,NA,1.24
466,1872-04-10,NA,NA,0.05
467,1872-04-11,NA,NA,0
468,1872-04-12,NA,NA,0
469,1872-04-13,NA,NA,0.21
470,1872-04-14,NA,NA,0
471,1872-04-15,NA,NA,0.21
472,1872-04-16,NA,NA,0.03
473,1872-04-17,NA,NA,0
474,1872-04-18,NA,NA,0.18
475,1872-04-19,NA,NA,0.15
476,1872-04-20,NA,NA,0
477,1872-04-21,NA,NA,0
478,1872-04-22,NA,NA,0
479,1872-04-23,NA,NA,0
480,1872-04-24,NA,NA,0
481,1872-04-25,NA,NA,0
482,1872-04-26,NA,NA,0
483,1872-04-27,NA,NA,0
484,1872-04-28,NA,NA,0.02
485,1872-04-29,NA,NA,0
486,1872-04-30,NA,NA,0
487,1872-05-01,NA,NA,0
488,1872-05-02,NA,NA,0.31
489,1872-05-03,NA,NA,0.19
490,1872-05-04,NA,NA,0
491,1872-05-05,NA,NA,0
492,1872-05-06,NA,NA,0.01
493,1872-05-07,NA,NA,0
494,1872-05-08,NA,NA,0
495,1872-05-09,NA,NA,0
496,1872-05-10,NA,NA,0
497,1872-05-11,NA,NA,0
498,1872-05-12,NA,NA,0
499,1872-05-13,NA,NA,0
500,1872-05-14,NA,NA,0
501,1872-05-15,NA,NA,0
502,1872-05-16,NA,NA,0
503,1872-05-17,NA,NA,0
504,1872-05-18,NA,NA,0.08
505,1872-05-19,NA,NA,0.18
506,1872-05-20,NA,NA,0
507,1872-05-21,NA,NA,0
508,1872-05-22,NA,NA,0.17
509,1872-05-23,NA,NA,0
510,1872-05-24,NA,NA,0.01
511,1872-05-25,NA,NA,0
512,1872-05-26,NA,NA,0
513,1872-05-27,NA,NA,0.32
514,1872-05-28,NA,NA,0
515,1872-05-29,NA,NA,0
516,1872-05-30,NA,NA,0.17
517,1872-05-31,NA,NA,0
518,1872-06-01,NA,NA,0.19
519,1872-06-02,NA,NA,0
520,1872-06-03,NA,NA,0
521,1872-06-04,NA,NA,0.4
522,1872-06-05,NA,NA,0.01
523,1872-06-06,NA,NA,0
524,1872-06-07,NA,NA,0.11
525,1872-06-08,NA,NA,0
526,1872-06-09,NA,NA,0
527,1872-06-10,NA,NA,0.08
528,1872-06-11,NA,NA,0
529,1872-06-12,NA,NA,0
530,1872-06-13,NA,NA,0
531,1872-06-14,NA,NA,0.3
532,1872-06-15,NA,NA,0
533,1872-06-16,NA,NA,0.6
534,1872-06-17,NA,NA,0
535,1872-06-18,NA,NA,0
536,1872-06-19,NA,NA,0
537,1872-06-20,NA,NA,0
538,1872-06-21,NA,NA,0
539,1872-06-22,NA,NA,0
540,1872-06-23,NA,NA,0
541,1872-06-24,NA,NA,0.52
542,1872-06-25,NA,NA,1.95
543,1872-06-26,NA,NA,0
544,1872-06-27,NA,NA,0
545,1872-06-28,NA,NA,0
546,1872-06-29,NA,NA,0
547,1872-06-30,NA,NA,0
548,1872-07-01,NA,NA,0
549,1872-07-02,NA,NA,0
550,1872-07-03,NA,NA,0
551,1872-07-04,NA,NA,0.05
552,1872-07-05,NA,NA,0
553,1872-07-06,NA,NA,0
554,1872-07-07,NA,NA,0.56
555,1872-07-08,NA,NA,0
556,1872-07-09,NA,NA,0
557,1872-07-10,NA,NA,0.15
558,1872-07-11,NA,NA,0.03
559,1872-07-12,NA,NA,0.07
560,1872-07-13,NA,NA,0
561,1872-07-14,NA,NA,0
562,1872-07-15,NA,NA,0
563,1872-07-16,NA,NA,0
564,1872-07-17,NA,NA,0
565,1872-07-18,NA,NA,0.62
566,1872-07-19,NA,NA,0
567,1872-07-20,NA,NA,0
568,1872-07-21,NA,NA,0.03
569,1872-07-22,85,72,0.01
570,1872-07-23,83,70,0
571,1872-07-24,88,72,0
572,1872-07-25,87,69,0
573,1872-07-26,94,76,0.03
574,1872-07-27,85,71,0
575,1872-07-28,88,68,0
576,1872-07-29,89,70,0
577,1872-07-30,89,73,0
578,1872-07-31,88,74,0.03
579,1872-08-01,88,67,0.67
580,1872-08-02,85,68,0.43
581,1872-08-03,85,70,0.01
582,1872-08-04,84,67,0
583,1872-08-05,86,66,0.09
584,1872-08-06,85,72,0.1
585,1872-08-07,88,69,0
586,1872-08-08,89,71,0
587,1872-08-09,89,71,0
588,1872-08-10,92,72,0.11
589,1872-08-11,92,75,0.02
590,1872-08-12,94,75,0
591,1872-08-13,95,79,0.02
592,1872-08-14,96,76,0.05
593,1872-08-15,90,75,0.06
594,1872-08-16,78,73,1.08
595,1872-08-17,88,73,0.07
596,1872-08-18,90,73,0.07
597,1872-08-19,93,76,0
598,1872-08-20,93,77,0.07
599,1872-08-21,91,73,0.7
600,1872-08-22,96,76,0.07
601,1872-08-23,87,74,0
602,1872-08-24,86,72,0
603,1872-08-25,89,72,0
604,1872-08-26,92,73,0
605,1872-08-27,89,74,0
606,1872-08-28,80,66,0
607,1872-08-29,75,66,0.82
608,1872-08-30,77,62,0.15
609,1872-08-31,76,55,0
610,1872-09-01,80,58,0
611,1872-09-02,82,64,0
612,1872-09-03,71,58,0
613,1872-09-04,73,50,0
614,1872-09-05,70,50,0
615,1872-09-06,80,64,0.13
616,1872-09-07,89,68,0
617,1872-09-08,94,73,0
618,1872-09-09,92,72,0.8
619,1872-09-10,75,68,0.44
620,1872-09-11,76,67,0.79
621,1872-09-12,81,72,0.24
622,1872-09-13,79,68,0.22
623,1872-09-14,70,50,0
624,1872-09-15,68,56,0
625,1872-09-16,73,56,0
626,1872-09-17,75,54,0
627,1872-09-18,75,59,0
628,1872-09-19,75,59,0.01
629,1872-09-20,71,56,0
630,1872-09-21,79,54,0
631,1872-09-22,88,54,0
632,1872-09-23,84,64,0
633,1872-09-24,82,62,0
634,1872-09-25,77,68,0.79
635,1872-09-26,74,66,0
636,1872-09-27,73,59,1.64
637,1872-09-28,68,53,0
638,1872-09-29,74,56,0
639,1872-09-30,73,56,0
640,1872-10-01,66,53,0
641,1872-10-02,65,47,0
642,1872-10-03,75,53,0
643,1872-10-04,74,61,0
644,1872-10-05,73,58,0
645,1872-10-06,80,66,0
646,1872-10-07,74,62,0.84
647,1872-10-08,66,54,0
648,1872-10-09,68,46,0
649,1872-10-10,75,50,0
650,1872-10-11,66,45,0
651,1872-10-12,57,40,0
652,1872-10-13,60,49,0
653,1872-10-14,56,43,0
654,1872-10-15,56,42,0
655,1872-10-16,69,46,0
656,1872-10-17,62,45,0.04
657,1872-10-18,61,53,0.06
658,1872-10-19,61,46,0
659,1872-10-20,59,39,0
660,1872-10-21,69,47,0
661,1872-10-22,69,57,0
662,1872-10-23,69,55,0.36
663,1872-10-24,54,49,0.5
664,1872-10-25,65,56,2.22
665,1872-10-26,68,57,0.05
666,1872-10-27,67,54,0
667,1872-10-28,57,48,0.01
668,1872-10-29,54,41,0
669,1872-10-30,52,38,0
670,1872-10-31,54,38,0
671,1872-11-01,60,45,0
672,1872-11-02,54,46,0.03
673,1872-11-03,54,44,0.14
674,1872-11-04,56,43,0
675,1872-11-05,56,36,0
676,1872-11-06,56,50,0.95
677,1872-11-07,60,49,0.97
678,1872-11-08,61,43,0
679,1872-11-09,55,41,0
680,1872-11-10,54,38,0
681,1872-11-11,55,38,0.05
682,1872-11-12,64,44,0.28
683,1872-11-13,52,40,0
684,1872-11-14,53,46,0.45
685,1872-11-15,49,34,0
686,1872-11-16,40,30,0
687,1872-11-17,41,28,0
688,1872-11-18,44,31,0
689,1872-11-19,47,28,0
690,1872-11-20,44,32,0
691,1872-11-21,40,26,0
692,1872-11-22,42,34,0
693,1872-11-23,50,36,0
694,1872-11-24,54,35,0
695,1872-11-25,62,39,0
696,1872-11-26,54,38,0.3
697,1872-11-27,47,34,0
698,1872-11-28,41,29,0
699,1872-11-29,38,29,0
700,1872-11-30,28,17,0
701,1872-12-01,40,17,0.11
702,1872-12-02,55,36,0.07
703,1872-12-03,50,37,0
704,1872-12-04,44,34,0
705,1872-12-05,42,31,0
706,1872-12-06,52,29,0
707,1872-12-07,46,34,0
708,1872-12-08,45,34,0.03
709,1872-12-09,42,22,0
710,1872-12-10,30,18,0
711,1872-12-11,37,20,0
712,1872-12-12,34,24,0
713,1872-12-13,37,24,0
714,1872-12-14,49,27,0
715,1872-12-15,52,28,0.02
716,1872-12-16,46,30,0.06
717,1872-12-17,40,32,0
718,1872-12-18,40,28,0.43
719,1872-12-19,39,30,0.15
720,1872-12-20,43,30,0.87
721,1872-12-21,37,27,0
722,1872-12-22,30,6,0
723,1872-12-23,40,17,0
724,1872-12-24,28,8,0
725,1872-12-25,19,8,0
726,1872-12-26,28,14,0.41
727,1872-12-27,26,14,0.03
728,1872-12-28,28,13,0
729,1872-12-29,37,22,0
730,1872-12-30,38,26,0
731,1872-12-31,45,31,0.04
732,1873-01-01,40,33,0
733,1873-01-02,48,32,0.12
734,1873-01-03,45,36,0.38
735,1873-01-04,49,34,0
736,1873-01-05,44,33,1.57
737,1873-01-06,44,29,0.04
738,1873-01-07,36,24,0
739,1873-01-08,40,23,0
740,1873-01-09,40,28,0
741,1873-01-10,34,21,0
742,1873-01-11,28,14,0
743,1873-01-12,37,22,0
744,1873-01-13,43,27,0
745,1873-01-14,56,37,0.01
746,1873-01-15,41,36,0
747,1873-01-16,58,38,0.1
748,1873-01-17,51,35,0.54
749,1873-01-18,37,27,0.21
750,1873-01-19,32,22,0
751,1873-01-20,39,23,0
752,1873-01-21,44,34,0.18
753,1873-01-22,43,36,0
754,1873-01-23,38,30,0.19
755,1873-01-24,35,28,0.29
756,1873-01-25,37,19,0
757,1873-01-26,39,23,0.15
758,1873-01-27,39,32,0.49
759,1873-01-28,40,24,0
760,1873-01-29,26,6,0
761,1873-01-30,24,-4,0
762,1873-01-31,38,8,0
763,1873-02-01,42,16,0
764,1873-02-02,32,18,0
765,1873-02-03,48,16,0.38
766,1873-02-04,62,41,0.09
767,1873-02-05,50,36,0
768,1873-02-06,47,38,0
769,1873-02-07,48,35,0.11
770,1873-02-08,53,36,0
771,1873-02-09,34,19,0
772,1873-02-10,42,18,0
773,1873-02-11,53,34,0
774,1873-02-12,50,31,0.84
775,1873-02-13,36,24,0.2
776,1873-02-14,34,22,0
777,1873-02-15,39,24,0.04
778,1873-02-16,40,32,1.79
779,1873-02-17,48,37,0.08
780,1873-02-18,49,34,0
781,1873-02-19,55,36,0.04
782,1873-02-20,50,37,0
783,1873-02-21,43,30,0.82
784,1873-02-22,35,24,0
785,1873-02-23,32,12,0
786,1873-02-24,24,2,0
787,1873-02-25,31,20,0
788,1873-02-26,41,28,0.02
789,1873-02-27,40,30,0.33
790,1873-02-28,36,24,0
791,1873-03-01,38,22,0
792,1873-03-02,37,27,0.12
793,1873-03-03,35,12,0
794,1873-03-04,21,5,0
795,1873-03-05,28,10,0
796,1873-03-06,39,13,0
797,1873-03-07,50,14,0
798,1873-03-08,61,32,0.01
799,1873-03-09,58,38,0
800,1873-03-10,47,36,0
801,1873-03-11,57,35,0.1
802,1873-03-12,43,35,0
803,1873-03-13,51,33,0
804,1873-03-14,55,32,0
805,1873-03-15,68,39,0
806,1873-03-16,60,39,0
807,1873-03-17,50,33,0
808,1873-03-18,62,32,0.07
809,1873-03-19,60,42,0
810,1873-03-20,57,36,1.09
811,1873-03-21,42,31,0
812,1873-03-22,43,32,0
813,1873-03-23,64,30,0
814,1873-03-24,55,29,0.13
815,1873-03-25,35,29,0.24
816,1873-03-26,40,30,0.43
817,1873-03-27,41,23,0
818,1873-03-28,52,28,0
819,1873-03-29,56,29,0.83
820,1873-03-30,61,41,0
821,1873-03-31,59,29,0
